sensor_id,timestamp,location_id,pH,turbidity,TDS,DO,flow_rate,pressure,alert_flag,contamination_target,leak_target,hour,day,month,day_of_week,is_weekend,is_ph_normal,high_turbidity,high_tds,low_do,flow_pressure_ratio,water_quality_score,pressure_category_Medium,pressure_category_High,flow_category_Medium,flow_category_High
SNS-LOCB02-002,2025-05-06 13:45:00+00:00,ZONE-B,7.2,0.94,223.51,7.8,11.17,350.65,normal,0,0,13,6,5,1,0,1,0,0,0,0.031764538603725294,7.927980000000001,False,False,False,False
SNS-LOCC01-001,2025-05-06 13:45:00+00:00,ZONE-C,7.19,0.97,194.67,7.86,13.46,337.01,normal,0,0,13,6,5,1,0,1,0,0,0,0.039821307061921246,7.99016,False,False,False,False
SNS-LOCC02-002,2025-05-06 13:45:00+00:00,ZONE-C,7.09,1.23,196.46,7.83,12.7,372.84,normal,0,0,13,6,5,1,0,1,0,0,0,0.03397175262144233,7.884079999999999,False,False,False,False
SNS-LOCA01-001,2025-05-06 14:00:00+00:00,ZONE-A,7.54,1.21,232.64,7.63,13.02,350.77,normal,0,0,14,6,5,1,0,1,0,0,0,0.037012820877277766,7.90172,False,False,False,False
SNS-LOCA02-002,2025-05-06 14:00:00+00:00,ZONE-A,7.2,1.63,244.3,7.65,15.19,348.34,normal,0,0,14,6,5,1,0,1,0,0,0,0.043481994618423316,7.676400000000001,False,False,False,False
SNS-LOCB01-001,2025-05-06 14:00:00+00:00,ZONE-B,7.15,1.22,224.97,8.12,15.27,332.97,normal,0,0,14,6,5,1,0,1,0,0,0,0.045722669700871334,7.920059999999999,False,False,False,False
SNS-LOCB02-002,2025-05-06 14:00:00+00:00,ZONE-B,7.26,1.59,229.71,7.76,13.13,341.33,normal,0,0,14,6,5,1,0,1,0,0,0,0.03835480384424386,7.76108,False,False,False,False
SNS-LOCC01-001,2025-05-06 14:00:00+00:00,ZONE-C,7.12,1.73,194.69,7.99,14.8,348.41,normal,0,0,14,6,5,1,0,1,0,0,0,0.04235711628173206,7.81162,False,False,False,False
SNS-LOCC02-002,2025-05-06 14:00:00+00:00,ZONE-C,7.3,1.46,218.21,8.77,14.92,350.57,normal,0,0,14,6,5,1,0,1,0,0,0,0.042438205762721504,8.08108,False,False,False,False
SNS-LOCA01-001,2025-05-06 14:15:00+00:00,ZONE-A,7.15,1.76,216.84,8.05,12.86,367.26,normal,0,0,14,6,5,1,0,1,0,0,0,0.03492097974257318,7.78382,False,False,False,False
SNS-LOCA02-002,2025-05-06 14:15:00+00:00,ZONE-A,7.11,1.31,199.63,7.69,14.81,343.56,normal,0,0,14,6,5,1,0,1,0,0,0,0.04298235430694219,7.828740000000001,False,False,False,False
SNS-LOCB01-001,2025-05-06 14:15:00+00:00,ZONE-B,7.23,1.61,227.63,8.08,15.35,341.32,normal,0,0,14,6,5,1,0,1,0,0,0,0.04484108436550596,7.831240000000001,False,False,False,False
SNS-LOCB02-002,2025-05-06 14:15:00+00:00,ZONE-B,7.29,0.92,213.62,7.96,11.51,349.21,normal,0,0,14,6,5,1,0,1,0,0,0,0.032865994688900946,8.01976,False,False,False,False
SNS-LOCC01-001,2025-05-06 14:15:00+00:00,ZONE-C,7.1,1.11,198.96,7.61,14.66,349.1,normal,0,0,14,6,5,1,0,1,0,0,0,0.04187375035704084,7.85708,False,False,False,False
SNS-LOCC02-002,2025-05-06 14:15:00+00:00,ZONE-C,7.26,1.36,202.65,7.91,14.83,352.66,normal,0,0,14,6,5,1,0,1,0,0,0,0.04193292993270372,7.910200000000001,False,False,False,False
SNS-LOCA01-001,2025-05-06 14:30:00+00:00,ZONE-A,7.16,1.69,224.69,8.87,13.73,346.03,normal,0,0,14,6,5,1,0,1,0,0,0,0.03956430279802899,7.99362,False,False,False,False
SNS-LOCA02-002,2025-05-06 14:30:00+00:00,ZONE-A,7.06,2.41,228.59,9.3,15.16,350.73,normal,0,0,14,6,5,1,0,1,0,0,0,0.04310124243027322,7.883319999999999,False,False,False,False
SNS-LOCB01-001,2025-05-06 14:30:00+00:00,ZONE-B,7.24,1.65,224.97,7.03,13.24,347.71,normal,0,0,14,6,5,1,0,1,0,0,0,0.037968512517564744,7.567060000000001,False,False,False,False
SNS-LOCB02-002,2025-05-06 14:30:00+00:00,ZONE-B,6.98,1.32,239.54,7.79,14.91,328.88,normal,0,0,14,6,5,1,0,1,0,0,0,0.045198253910512916,7.732419999999999,False,False,False,False
SNS-LOCC01-001,2025-05-06 14:30:00+00:00,ZONE-C,7.18,1.56,203.98,7.27,14.43,351.34,normal,0,0,14,6,5,1,0,1,0,0,0,0.0409547596071976,7.673539999999999,False,False,False,False
SNS-LOCC02-002,2025-05-06 14:30:00+00:00,ZONE-C,7.11,1.55,234.87,8.14,14.69,350.5,normal,0,0,14,6,5,1,0,1,0,0,0,0.0417923186344239,7.81076,False,False,False,False
SNS-LOCA01-001,2025-05-06 14:45:00+00:00,ZONE-A,7.03,1.32,216.45,8.03,14.08,336.95,normal,0,0,14,6,5,1,0,1,0,0,0,0.041662967894658974,7.8536,False,False,False,False
SNS-LOCA02-002,2025-05-06 14:45:00+00:00,ZONE-A,7.39,2.52,237.05,8.47,15.48,346.18,normal,0,0,14,6,5,1,0,1,0,0,0,0.0445878218791405,7.7303999999999995,False,False,False,False
SNS-LOCB01-001,2025-05-06 14:45:00+00:00,ZONE-B,7.15,1.67,213.38,7.74,13.31,348.44,normal,0,0,14,6,5,1,0,1,0,0,0,0.038089514652014655,7.73574,False,False,False,False
SNS-LOCB02-002,2025-05-06 14:45:00+00:00,ZONE-B,7.04,1.51,220.1,7.71,15.36,334.53,normal,0,0,14,6,5,1,0,1,0,0,0,0.04577832086549638,7.721800000000001,False,False,False,False
SNS-LOCC01-001,2025-05-06 14:45:00+00:00,ZONE-C,7.41,1.15,210.83,8.59,15.37,348.75,normal,0,0,14,6,5,1,0,1,0,0,0,0.04394567548248749,8.16134,False,False,False,False
SNS-LOCC02-002,2025-05-06 14:45:00+00:00,ZONE-C,7.24,1.7,178.7,8.44,14.98,344.59,normal,0,0,14,6,5,1,0,1,0,0,0,0.04334616163662144,7.999599999999999,False,False,False,False
SNS-LOCA01-001,2025-05-06 15:00:00+00:00,ZONE-A,7.22,1.42,210.28,7.75,15.97,350.4,normal,0,0,15,6,5,1,0,1,0,0,0,0.04544678429140581,7.82794,False,False,False,False
SNS-LOCA02-002,2025-05-06 15:00:00+00:00,ZONE-A,7.19,0.94,226.8,8.62,13.94,350.23,normal,0,0,15,6,5,1,0,1,0,0,0,0.03968909261737323,8.1234,False,False,False,False
SNS-LOCB01-001,2025-05-06 15:00:00+00:00,ZONE-B,7.22,2.01,204.62,8.22,14.0,352.61,normal,0,0,15,6,5,1,0,1,0,0,0,0.03959164050790419,7.80926,False,False,False,False
SNS-LOCB02-002,2025-05-06 15:00:00+00:00,ZONE-B,7.43,1.25,219.97,7.79,11.81,355.05,normal,0,0,15,6,5,1,0,1,0,0,0,0.03316949866591771,7.924059999999999,False,False,False,False
SNS-LOCC01-001,2025-05-06 15:00:00+00:00,ZONE-C,6.85,2.23,190.97,7.95,14.27,342.41,normal,0,0,15,6,5,1,0,1,0,0,0,0.041553827786028355,7.603059999999999,False,False,False,False
SNS-LOCC02-002,2025-05-06 15:00:00+00:00,ZONE-C,7.06,2.0,213.01,8.14,16.89,366.72,normal,0,0,15,6,5,1,0,1,0,0,0,0.04593168715326879,7.726980000000001,False,False,False,False
SNS-LOCA01-001,2025-05-06 15:15:00+00:00,ZONE-A,7.4,1.35,171.0,8.5,15.58,343.08,normal,0,0,15,6,5,1,0,1,0,0,0,0.045280167402929554,8.1655,False,False,False,False
SNS-LOCA02-002,2025-05-06 15:15:00+00:00,ZONE-A,7.27,1.25,207.88,7.68,15.65,339.66,normal,0,0,15,6,5,1,0,1,0,0,0,0.04594023366406387,7.872739999999999,False,False,False,False
SNS-LOCB01-001,2025-05-06 15:15:00+00:00,ZONE-B,7.01,1.23,217.36,8.08,15.37,349.4,normal,0,0,15,6,5,1,0,1,0,0,0,0.043864155251141554,7.88078,False,False,False,False
SNS-LOCB02-002,2025-05-06 15:15:00+00:00,ZONE-B,7.02,1.47,207.37,8.04,15.34,354.64,normal,0,0,15,6,5,1,0,1,0,0,0,0.043133505792374315,7.83376,False,False,False,False
SNS-LOCC01-001,2025-05-06 15:15:00+00:00,ZONE-C,7.38,0.95,215.45,8.32,13.11,356.37,normal,0,0,15,6,5,1,0,1,0,0,0,0.036684668550801686,8.125599999999999,False,False,False,False
SNS-LOCC02-002,2025-05-06 15:15:00+00:00,ZONE-C,7.14,1.66,224.92,8.11,15.13,341.76,normal,0,0,15,6,5,1,0,1,0,0,0,0.04414167347415101,7.80466,False,False,False,False
SNS-LOCA01-001,2025-05-06 15:30:00+00:00,ZONE-A,7.2,2.15,211.27,8.3,14.37,347.77,normal,0,0,15,6,5,1,0,1,0,0,0,0.041201938240100926,7.774960000000001,False,False,False,False
SNS-LOCA02-002,2025-05-06 15:30:00+00:00,ZONE-A,7.42,1.39,217.98,8.32,15.88,337.6,normal,0,0,15,6,5,1,0,1,0,0,0,0.04689899586532782,8.02254,False,False,False,False
SNS-LOCB01-001,2025-05-06 15:30:00+00:00,ZONE-B,7.39,1.87,210.11,8.01,13.62,346.93,normal,0,0,15,6,5,1,0,1,0,0,0,0.039145805190699275,7.83178,False,False,False,False
SNS-LOCB02-002,2025-05-06 15:30:00+00:00,ZONE-B,7.19,1.51,214.65,7.75,15.31,361.89,normal,0,0,15,6,5,1,0,1,0,0,0,0.0421890931136157,7.787700000000001,False,False,False,False
SNS-LOCC01-001,2025-05-06 15:30:00+00:00,ZONE-C,7.24,1.04,237.84,7.45,14.79,340.32,normal,0,0,15,6,5,1,0,1,0,0,0,0.04333177077229579,7.798820000000001,False,False,False,False
SNS-LOCC02-002,2025-05-06 15:30:00+00:00,ZONE-C,7.15,2.21,173.96,7.71,13.03,359.01,normal,0,0,15,6,5,1,0,1,0,0,0,0.03619343907113691,7.67208,False,False,False,False
SNS-LOCA01-001,2025-05-06 15:45:00+00:00,ZONE-A,7.49,1.59,239.18,6.85,15.55,354.31,normal,0,0,15,6,5,1,0,1,0,0,0,0.043764599926824466,7.583639999999999,False,False,False,False
SNS-LOCA02-002,2025-05-06 15:45:00+00:00,ZONE-A,7.29,1.26,213.28,7.73,15.5,345.13,normal,0,0,15,6,5,1,0,1,0,0,0,0.04478086268165141,7.87794,False,False,False,False
SNS-LOCB01-001,2025-05-06 15:45:00+00:00,ZONE-B,7.25,1.35,209.46,8.2,15.2,340.21,normal,0,0,15,6,5,1,0,1,0,0,0,0.04454734620907945,7.96858,False,False,False,False
SNS-LOCB02-002,2025-05-06 15:45:00+00:00,ZONE-B,7.56,1.53,213.1,8.0,14.94,333.9,normal,0,0,15,6,5,1,0,1,0,0,0,0.04461033144222156,7.959300000000001,False,False,False,False
SNS-LOCC01-001,2025-05-06 15:45:00+00:00,ZONE-C,6.87,2.28,221.58,8.14,15.07,346.42,normal,0,0,15,6,5,1,0,1,0,0,0,0.043376892522019456,7.58284,False,False,False,False
SNS-LOCC02-002,2025-05-06 15:45:00+00:00,ZONE-C,6.93,1.75,196.29,7.38,15.76,351.06,normal,0,0,15,6,5,1,0,1,0,0,0,0.044765096858490026,7.59392,False,False,False,False
SNS-LOCA01-001,2025-05-06 16:00:00+00:00,ZONE-A,7.14,2.43,228.39,8.87,14.87,350.63,normal,0,0,16,6,5,1,0,1,0,0,0,0.042288769445155416,7.795219999999999,False,False,False,False
SNS-LOCA02-002,2025-05-06 16:00:00+00:00,ZONE-A,7.38,1.88,219.69,7.47,13.72,352.42,normal,0,0,16,6,5,1,0,1,0,0,0,0.03882066662894007,7.67212,False,False,False,False
SNS-LOCB01-001,2025-05-06 16:00:00+00:00,ZONE-B,6.98,1.85,236.72,8.35,13.32,361.86,normal,0,0,16,6,5,1,0,1,0,0,0,0.03670837237502067,7.745559999999999,False,False,False,False
SNS-LOCB02-002,2025-05-06 16:00:00+00:00,ZONE-B,7.22,0.55,211.6,7.49,15.48,347.41,normal,0,0,16,6,5,1,0,1,0,0,0,0.04443041244510777,7.9778,False,False,False,False
SNS-LOCC01-001,2025-05-06 16:00:00+00:00,ZONE-C,7.13,1.49,202.67,7.38,13.97,338.79,normal,0,0,16,6,5,1,0,1,0,0,0,0.041113629006150856,7.70616,False,False,False,False
SNS-LOCC02-002,2025-05-06 16:00:00+00:00,ZONE-C,7.13,1.84,227.59,8.01,15.84,358.26,normal,0,0,16,6,5,1,0,1,0,0,0,0.04409063074096754,7.726319999999999,False,False,False,False
SNS-LOCA01-001,2025-05-06 16:15:00+00:00,ZONE-A,7.23,1.98,219.13,7.92,17.13,345.22,normal,0,0,16,6,5,1,0,1,0,0,0,0.049477211021893584,7.71574,False,False,False,False
SNS-LOCA02-002,2025-05-06 16:15:00+00:00,ZONE-A,7.07,0.82,218.76,8.0,16.62,356.84,normal,0,0,16,6,5,1,0,1,0,0,0,0.046445338698859834,7.97848,False,False,False,False
SNS-LOCB01-001,2025-05-06 16:15:00+00:00,ZONE-B,7.22,0.87,184.55,8.19,15.94,351.17,normal,0,0,16,6,5,1,0,1,0,0,0,0.045262231308742934,8.126900000000001,False,False,False,False
SNS-LOCB02-002,2025-05-06 16:15:00+00:00,ZONE-B,7.17,1.32,189.38,7.27,17.21,363.99,normal,0,0,16,6,5,1,0,1,0,0,0,0.047151976766486754,7.75974,False,False,False,False
SNS-LOCC01-001,2025-05-06 16:15:00+00:00,ZONE-C,7.06,0.76,182.1,7.38,15.69,359.29,normal,0,0,16,6,5,1,0,1,0,0,0,0.04354825279635848,7.9088,False,False,False,False
SNS-LOCC02-002,2025-05-06 16:15:00+00:00,ZONE-C,7.27,1.68,214.3,8.24,14.47,352.71,normal,0,0,16,6,5,1,0,1,0,0,0,0.04090921941703656,7.8924,False,False,False,False
SNS-LOCA01-001,2025-05-06 16:30:00+00:00,ZONE-A,7.41,0.85,246.81,8.03,14.11,346.51,normal,0,0,16,6,5,1,0,1,0,0,0,0.04060314811084573,8.02438,False,False,False,False
SNS-LOCA02-002,2025-05-06 16:30:00+00:00,ZONE-A,7.17,1.13,202.0,8.64,15.71,350.0,normal,0,0,16,6,5,1,0,1,0,0,0,0.044757834757834764,8.124500000000001,False,False,False,False
SNS-LOCB01-001,2025-05-06 16:30:00+00:00,ZONE-B,7.07,1.02,212.81,8.69,17.65,362.27,normal,0,0,16,6,5,1,0,1,0,0,0,0.0485864508492306,8.112879999999999,False,False,False,False
SNS-LOCB02-002,2025-05-06 16:30:00+00:00,ZONE-B,7.29,1.45,226.72,7.64,19.85,356.0,normal,0,0,16,6,5,1,0,1,0,0,0,0.05560224089635855,7.781060000000001,False,False,False,False
SNS-LOCC01-001,2025-05-06 16:30:00+00:00,ZONE-C,7.0,1.09,192.45,7.75,15.82,361.83,normal,0,0,16,6,5,1,0,1,0,0,0,0.04360168674034672,7.8801000000000005,False,False,False,False
SNS-LOCC02-002,2025-05-06 16:30:00+00:00,ZONE-C,7.47,1.59,214.18,7.66,14.13,354.73,normal,0,0,16,6,5,1,0,1,0,0,0,0.039721136817249036,7.830139999999999,False,False,False,False
SNS-LOCA01-001,2025-05-06 16:45:00+00:00,ZONE-A,7.21,2.28,232.27,7.8,16.12,333.61,normal,0,0,16,6,5,1,0,1,0,0,0,0.04817548788141419,7.578460000000001,False,False,False,False
SNS-LOCA02-002,2025-05-06 16:45:00+00:00,ZONE-A,7.28,1.77,217.45,7.24,18.04,340.84,normal,0,0,16,6,5,1,0,1,0,0,0,0.052773227240814416,7.6166,False,False,False,False
SNS-LOCB01-001,2025-05-06 16:45:00+00:00,ZONE-B,7.19,1.52,229.44,7.88,13.79,366.8,normal,0,0,16,6,5,1,0,1,0,0,0,0.0374932028276237,7.78812,False,False,False,False
SNS-LOCB02-002,2025-05-06 16:45:00+00:00,ZONE-B,7.41,1.34,223.35,7.16,17.54,362.94,normal,0,0,16,6,5,1,0,1,0,0,0,0.04819475737758971,7.7313,False,False,False,False
SNS-LOCC01-001,2025-05-06 16:45:00+00:00,ZONE-C,7.13,0.91,198.09,7.45,15.21,346.9,normal,0,0,16,6,5,1,0,1,0,0,0,0.043719459614831854,7.87782,False,False,False,False
SNS-LOCC02-002,2025-05-06 16:45:00+00:00,ZONE-C,7.31,1.13,220.4,8.06,17.95,343.18,normal,0,0,16,6,5,1,0,1,0,0,0,0.05215294322738102,7.9847,False,False,False,False
SNS-LOCA01-001,2025-05-06 17:00:00+00:00,ZONE-A,6.98,1.07,225.12,7.68,16.45,354.48,normal,0,0,17,6,5,1,0,1,0,0,0,0.04627545853493867,7.796259999999999,False,False,False,False
SNS-LOCA02-002,2025-05-06 17:00:00+00:00,ZONE-A,7.16,1.61,205.87,8.06,16.94,340.54,normal,0,0,17,6,5,1,0,1,0,0,0,0.04959887568074018,7.84876,False,False,False,False
SNS-LOCB01-001,2025-05-06 17:00:00+00:00,ZONE-B,7.11,1.71,217.4,7.71,14.84,333.71,normal,0,0,17,6,5,1,0,1,0,0,0,0.04433688864987601,7.6982,False,False,False,False
SNS-LOCB02-002,2025-05-06 17:00:00+00:00,ZONE-B,7.27,1.28,213.68,7.95,15.24,363.17,normal,0,0,17,6,5,1,0,1,0,0,0,0.04184858719828651,7.921139999999999,False,False,False,False
SNS-LOCC01-001,2025-05-06 17:00:00+00:00,ZONE-C,7.29,1.28,208.37,8.0,17.87,349.63,normal,0,0,17,6,5,1,0,1,0,0,0,0.050965405127912616,7.95026,False,False,False,False
SNS-LOCC02-002,2025-05-06 17:00:00+00:00,ZONE-C,7.29,1.02,186.26,8.46,15.93,355.45,normal,0,0,17,6,5,1,0,1,0,0,0,0.04469069995791836,8.17448,False,False,False,False
SNS-LOCA01-001,2025-05-06 17:15:00+00:00,ZONE-A,7.07,2.06,226.25,7.9,16.04,349.09,normal,0,0,17,6,5,1,0,1,0,0,0,0.045816789968293865,7.628500000000001,False,False,False,False
SNS-LOCA02-002,2025-05-06 17:15:00+00:00,ZONE-A,7.03,1.65,222.83,7.8,14.66,342.54,normal,0,0,17,6,5,1,0,1,0,0,0,0.04267334225999883,7.70084,False,False,False,False
SNS-LOCB01-001,2025-05-06 17:15:00+00:00,ZONE-B,7.13,1.5,214.36,8.18,17.7,340.93,normal,0,0,17,6,5,1,0,1,0,0,0,0.051764981136489925,7.880279999999999,False,False,False,False
SNS-LOCB02-002,2025-05-06 17:15:00+00:00,ZONE-B,7.22,0.77,209.54,8.07,15.98,353.09,normal,0,0,17,6,5,1,0,1,0,0,0,0.045129769267700307,8.071919999999999,False,False,False,False
SNS-LOCC01-001,2025-05-06 17:15:00+00:00,ZONE-C,7.24,1.08,216.58,6.78,16.73,341.69,normal,0,0,17,6,5,1,0,1,0,0,0,0.048819632904374216,7.66384,False,False,False,False
SNS-LOCC02-002,2025-05-06 17:15:00+00:00,ZONE-C,7.12,1.55,209.83,8.34,17.43,350.92,normal,0,0,17,6,5,1,0,1,0,0,0,0.04952830188679245,7.9138399999999995,False,False,False,False
SNS-LOCA01-001,2025-05-06 17:30:00+00:00,ZONE-A,7.28,1.1,202.48,8.55,16.77,340.85,normal,0,0,17,6,5,1,0,1,0,0,0,0.0490566037735849,8.14154,False,False,False,False
SNS-LOCA02-002,2025-05-06 17:30:00+00:00,ZONE-A,7.45,1.48,196.14,8.08,17.04,359.04,normal,0,0,17,6,5,1,0,1,0,0,0,0.047328074658371286,7.99272,False,False,False,False
SNS-LOCB01-001,2025-05-06 17:30:00+00:00,ZONE-B,7.16,1.77,229.57,8.03,14.4,355.27,normal,0,0,17,6,5,1,0,1,0,0,0,0.04041878350689084,7.753860000000001,False,False,False,False
SNS-LOCB02-002,2025-05-06 17:30:00+00:00,ZONE-B,7.3,1.1,212.51,8.4,16.9,352.32,normal,0,0,17,6,5,1,0,1,0,0,0,0.047831993660138114,8.08998,False,False,False,False
SNS-LOCC01-001,2025-05-06 17:30:00+00:00,ZONE-C,7.08,1.36,221.94,7.6,13.01,346.04,normal,0,0,17,6,5,1,0,1,0,0,0,0.03748847395112955,7.740120000000001,False,False,False,False
SNS-LOCC02-002,2025-05-06 17:30:00+00:00,ZONE-C,7.28,1.34,207.39,7.97,18.05,352.35,normal,0,0,17,6,5,1,0,1,0,0,0,0.051082496108674116,7.9267199999999995,False,False,False,False
SNS-LOCA01-001,2025-05-06 17:45:00+00:00,ZONE-A,7.2,1.56,211.62,7.68,17.29,358.79,normal,0,0,17,6,5,1,0,1,0,0,0,0.04805581033380583,7.76676,False,False,False,False
SNS-LOCA02-002,2025-05-06 17:45:00+00:00,ZONE-A,7.46,1.81,223.68,8.35,16.36,329.34,normal,0,0,17,6,5,1,0,1,0,0,0,0.04952473209420597,7.92564,False,False,False,False
SNS-LOCB01-001,2025-05-06 17:45:00+00:00,ZONE-B,7.07,1.74,233.17,8.42,17.21,359.62,normal,0,0,17,6,5,1,0,1,0,0,0,0.04772336531529033,7.82466,False,False,False,False
SNS-LOCB02-002,2025-05-06 17:45:00+00:00,ZONE-B,7.15,0.75,208.04,7.74,16.72,348.25,normal,0,0,17,6,5,1,0,1,0,0,0,0.04787401574803149,7.976419999999999,False,False,False,False
SNS-LOCC01-001,2025-05-06 17:45:00+00:00,ZONE-C,7.17,2.39,205.16,7.94,16.52,345.5,normal,0,0,17,6,5,1,0,1,0,0,0,0.04767676767676768,7.62818,False,False,False,False
SNS-LOCC02-002,2025-05-06 17:45:00+00:00,ZONE-C,7.11,0.85,221.99,7.69,16.7,351.49,normal,0,0,17,6,5,1,0,1,0,0,0,0.04737723055973219,7.899020000000001,False,False,False,False
SNS-LOCA01-001,2025-05-06 18:00:00+00:00,ZONE-A,6.92,1.38,222.34,7.55,15.03,343.82,normal,0,0,18,6,5,1,0,1,0,0,0,0.04358795893509657,7.67382,False,False,False,False
SNS-LOCA02-002,2025-05-06 18:00:00+00:00,ZONE-A,7.33,1.4,229.64,7.66,17.0,351.06,normal,0,0,18,6,5,1,0,1,0,0,0,0.048287223768675794,7.8047200000000005,False,False,False,False
SNS-LOCB01-001,2025-05-06 18:00:00+00:00,ZONE-B,7.28,2.05,212.86,8.39,16.87,340.61,normal,0,0,18,6,5,1,0,1,0,0,0,0.04938380024003981,7.84328,False,False,False,False
SNS-LOCB02-002,2025-05-06 18:00:00+00:00,ZONE-B,7.33,1.18,213.9,8.26,16.51,351.25,normal,0,0,18,6,5,1,0,1,0,0,0,0.04687012065294536,8.0412,False,False,False,False
SNS-LOCC01-001,2025-05-06 18:00:00+00:00,ZONE-C,7.19,1.41,228.96,7.57,17.52,354.04,normal,0,0,18,6,5,1,0,1,0,0,0,0.04934655250112663,7.73908,False,False,False,False
SNS-LOCC02-002,2025-05-06 18:00:00+00:00,ZONE-C,7.24,1.89,228.62,7.62,17.14,352.7,normal,0,0,18,6,5,1,0,1,0,0,0,0.048459146169069836,7.647260000000001,False,False,False,False
SNS-LOCA01-001,2025-05-06 18:15:00+00:00,ZONE-A,7.36,2.36,224.22,8.15,17.3,334.83,normal,0,0,18,6,5,1,0,1,0,0,0,0.05151415894946849,7.70706,False,False,False,False
SNS-LOCA02-002,2025-05-06 18:15:00+00:00,ZONE-A,7.31,0.99,199.55,8.03,17.75,349.26,normal,0,0,18,6,5,1,0,1,0,0,0,0.05067664021012962,8.053899999999999,False,False,False,False
SNS-LOCB01-001,2025-05-06 18:15:00+00:00,ZONE-B,7.33,2.1,237.04,8.69,16.33,354.76,normal,0,0,18,6,5,1,0,1,0,0,0,0.04590173150438497,7.87242,False,False,False,False
SNS-LOCB02-002,2025-05-06 18:15:00+00:00,ZONE-B,7.28,1.15,216.37,7.97,17.4,353.34,normal,0,0,18,6,5,1,0,1,0,0,0,0.04910537901450584,7.956259999999999,False,False,False,False
SNS-LOCC01-001,2025-05-06 18:15:00+00:00,ZONE-C,7.02,1.74,227.83,8.76,17.26,351.77,normal,0,0,18,6,5,1,0,1,0,0,0,0.048927062958868395,7.905339999999999,False,False,False,False
SNS-LOCC02-002,2025-05-06 18:15:00+00:00,ZONE-C,7.27,1.87,238.87,7.87,16.53,348.9,normal,0,0,18,6,5,1,0,1,0,0,0,0.047242069162617896,7.70326,False,False,False,False
SNS-LOCA01-001,2025-05-06 18:30:00+00:00,ZONE-A,7.32,1.46,214.85,7.71,17.42,347.51,normal,0,0,18,6,5,1,0,1,0,0,0,0.049984218530314775,7.828799999999999,False,False,False,False
SNS-LOCA02-002,2025-05-06 18:30:00+00:00,ZONE-A,6.91,1.27,190.38,8.25,17.37,331.98,normal,0,0,18,6,5,1,0,1,0,0,0,0.0521652952129257,7.937239999999999,False,False,False,False
SNS-LOCB01-001,2025-05-06 18:30:00+00:00,ZONE-B,7.22,1.35,234.46,7.8,17.7,333.52,normal,0,0,18,6,5,1,0,1,0,0,0,0.05291163458089203,7.80958,False,False,False,False
SNS-LOCB02-002,2025-05-06 18:30:00+00:00,ZONE-B,7.06,0.63,217.45,8.26,18.23,363.93,normal,0,0,18,6,5,1,0,1,0,0,0,0.04995478584934097,8.0906,False,False,False,False
SNS-LOCC01-001,2025-05-06 18:30:00+00:00,ZONE-C,7.34,2.32,212.37,8.2,19.08,359.49,normal,0,0,18,6,5,1,0,1,0,0,0,0.05292795916668978,7.74726,False,False,False,False
SNS-LOCC02-002,2025-05-06 18:30:00+00:00,ZONE-C,7.27,1.77,180.92,8.39,17.31,349.58,normal,0,0,18,6,5,1,0,1,0,0,0,0.049375320896799586,7.97416,False,False,False,False
SNS-LOCA01-001,2025-05-06 18:45:00+00:00,ZONE-A,7.23,2.01,218.64,7.33,17.01,352.53,normal,0,0,18,6,5,1,0,1,0,0,0,0.04811472859446158,7.561719999999999,False,False,False,False
SNS-LOCA02-002,2025-05-06 18:45:00+00:00,ZONE-A,7.35,1.12,186.54,7.24,16.26,361.04,normal,0,0,18,6,5,1,0,1,0,0,0,0.04491216440172357,7.86192,False,False,False,False
SNS-LOCB01-001,2025-05-06 18:45:00+00:00,ZONE-B,7.24,2.03,236.24,8.45,18.84,349.49,normal,0,0,18,6,5,1,0,1,0,0,0,0.05375331678507233,7.80452,False,False,False,False
SNS-LOCB02-002,2025-05-06 18:45:00+00:00,ZONE-B,7.14,1.46,225.93,7.88,16.26,354.8,normal,0,0,18,6,5,1,0,1,0,0,0,0.045699831365935924,7.795139999999999,False,False,False,False
SNS-LOCC01-001,2025-05-06 18:45:00+00:00,ZONE-C,7.59,1.82,205.35,7.84,18.27,356.02,normal,0,0,18,6,5,1,0,1,0,0,0,0.05117360371967957,7.871299999999999,False,False,False,False
SNS-LOCC02-002,2025-05-06 18:45:00+00:00,ZONE-C,7.07,1.69,215.51,8.21,18.37,342.3,normal,0,0,18,6,5,1,0,1,0,0,0,0.053510049519370814,7.81998,False,False,False,False
SNS-LOCA01-001,2025-05-06 19:00:00+00:00,ZONE-A,7.06,2.54,209.99,7.84,17.24,339.37,normal,0,0,19,6,5,1,0,1,0,0,0,0.05065076240561741,7.52302,False,False,False,False
SNS-LOCA02-002,2025-05-06 19:00:00+00:00,ZONE-A,7.44,1.59,201.16,7.98,17.22,350.57,normal,0,0,19,6,5,1,0,1,0,0,0,0.04898028842051369,7.927180000000001,False,False,False,False
SNS-LOCB01-001,2025-05-06 19:00:00+00:00,ZONE-B,7.19,0.23,220.65,7.23,17.66,350.33,normal,0,0,19,6,5,1,0,1,0,0,0,0.0502661315572254,7.9657,False,False,False,False
SNS-LOCB02-002,2025-05-06 19:00:00+00:00,ZONE-B,7.44,1.54,250.3,8.61,18.29,341.08,normal,0,0,19,6,5,1,0,1,0,0,0,0.053467025257249765,7.998900000000001,False,False,False,False
