sensor_id,timestamp,location_id,pH,turbidity,TDS,DO,flow_rate,pressure,alert_flag,contamination_target,leak_target
SNS-LOCA01-001,2025-05-06 11:15:00+00:00,ZONE-A,7.15,1.97,211.73,8.21,16.98,355.23,normal,0,0
SNS-LOCA02-002,2025-05-06 11:15:00+00:00,ZONE-A,7.17,1.56,264.7,8.92,12.36,354.63,normal,0,0
SNS-LOCB01-001,2025-05-06 11:15:00+00:00,ZONE-B,7.13,1.3,192.99,7.84,16.35,346.0,normal,0,0
SNS-LOCB02-002,2025-05-06 11:15:00+00:00,ZONE-B,7.16,2.58,224.04,7.97,14.51,341.2,normal,0,0
SNS-LOCC01-001,2025-05-06 11:15:00+00:00,ZONE-C,7.48,2.34,228.31,8.01,14.13,354.05,normal,0,0
SNS-LOCC02-002,2025-05-06 11:15:00+00:00,ZONE-C,7.36,1.31,237.01,8.34,14.65,342.13,normal,0,0
SNS-LOCA01-001,2025-05-06 11:30:00+00:00,ZONE-A,7.01,1.41,197.66,7.61,16.44,345.34,normal,0,0
SNS-LOCA02-002,2025-05-06 11:30:00+00:00,ZONE-A,7.16,1.44,208.36,8.01,15.13,332.15,normal,0,0
SNS-LOCB01-001,2025-05-06 11:30:00+00:00,ZONE-B,7.33,1.07,219.55,7.97,15.69,358.43,normal,0,0
SNS-LOCB02-002,2025-05-06 11:30:00+00:00,ZONE-B,7.21,1.18,207.52,7.71,14.9,356.97,normal,0,0
SNS-LOCC01-001,2025-05-06 11:30:00+00:00,ZONE-C,7.27,1.45,212.43,7.27,15.19,340.12,normal,0,0
SNS-LOCC02-002,2025-05-06 11:30:00+00:00,ZONE-C,7.26,1.37,203.54,8.02,15.22,348.93,normal,0,0
SNS-LOCA01-001,2025-05-06 11:45:00+00:00,ZONE-A,7.47,1.35,262.14,7.71,15.29,336.93,normal,0,0
SNS-LOCA02-002,2025-05-06 11:45:00+00:00,ZONE-A,7.35,0.87,224.1,7.33,15.8,351.49,normal,0,0
SNS-LOCB01-001,2025-05-06 11:45:00+00:00,ZONE-B,7.25,1.96,214.56,7.98,13.32,350.42,normal,0,0
SNS-LOCB02-002,2025-05-06 11:45:00+00:00,ZONE-B,6.97,1.73,230.34,7.93,14.93,358.11,normal,0,0
SNS-LOCC01-001,2025-05-06 11:45:00+00:00,ZONE-C,7.21,1.06,223.19,7.84,14.48,339.32,normal,0,0
SNS-LOCC02-002,2025-05-06 11:45:00+00:00,ZONE-C,7.15,1.36,229.37,7.92,15.92,335.55,normal,0,0
SNS-LOCA01-001,2025-05-06 12:00:00+00:00,ZONE-A,7.29,1.45,225.57,8.15,14.54,354.81,normal,0,0
SNS-LOCA02-002,2025-05-06 12:00:00+00:00,ZONE-A,7.31,1.58,214.86,7.8,16.29,337.63,normal,0,0
SNS-LOCB01-001,2025-05-06 12:00:00+00:00,ZONE-B,7.02,1.09,209.68,8.35,16.57,350.62,normal,0,0
SNS-LOCB02-002,2025-05-06 12:00:00+00:00,ZONE-B,7.25,1.56,211.57,7.43,15.09,344.59,normal,0,0
SNS-LOCC01-001,2025-05-06 12:00:00+00:00,ZONE-C,7.12,1.41,201.96,8.5,15.5,340.31,normal,0,0
SNS-LOCC02-002,2025-05-06 12:00:00+00:00,ZONE-C,7.36,1.67,214.9,7.88,14.17,346.66,normal,0,0
SNS-LOCA01-001,2025-05-06 12:15:00+00:00,ZONE-A,7.2,1.0,200.51,8.11,14.28,340.96,normal,0,0
SNS-LOCA02-002,2025-05-06 12:15:00+00:00,ZONE-A,7.18,0.36,233.02,7.61,14.6,354.8,normal,0,0
SNS-LOCB01-001,2025-05-06 12:15:00+00:00,ZONE-B,7.35,1.72,217.49,8.21,14.18,356.08,normal,0,0
SNS-LOCB02-002,2025-05-06 12:15:00+00:00,ZONE-B,7.37,1.13,223.51,8.41,16.08,359.42,normal,0,0
SNS-LOCC01-001,2025-05-06 12:15:00+00:00,ZONE-C,7.29,1.58,208.2,8.29,14.09,344.86,normal,0,0
SNS-LOCC02-002,2025-05-06 12:15:00+00:00,ZONE-C,7.12,1.54,201.37,8.36,15.7,366.35,normal,0,0
SNS-LOCA01-001,2025-05-06 12:30:00+00:00,ZONE-A,7.22,1.59,198.39,7.61,14.42,366.86,normal,0,0
SNS-LOCA02-002,2025-05-06 12:30:00+00:00,ZONE-A,7.13,1.61,211.05,7.89,15.66,347.27,normal,0,0
SNS-LOCB01-001,2025-05-06 12:30:00+00:00,ZONE-B,7.37,1.53,217.07,7.94,14.91,353.38,normal,0,0
SNS-LOCB02-002,2025-05-06 12:30:00+00:00,ZONE-B,7.07,2.12,223.36,7.98,12.69,352.66,normal,0,0
SNS-LOCC01-001,2025-05-06 12:30:00+00:00,ZONE-C,7.41,1.86,236.05,8.09,14.5,353.25,normal,0,0
SNS-LOCC02-002,2025-05-06 12:30:00+00:00,ZONE-C,7.06,1.4,237.3,8.12,15.45,342.26,normal,0,0
SNS-LOCA01-001,2025-05-06 12:45:00+00:00,ZONE-A,7.1,1.51,247.6,8.12,13.01,366.53,normal,0,0
SNS-LOCA02-002,2025-05-06 12:45:00+00:00,ZONE-A,7.24,0.85,234.46,6.59,14.56,353.11,normal,0,0
SNS-LOCB01-001,2025-05-06 12:45:00+00:00,ZONE-B,7.34,0.53,218.34,8.01,14.0,355.99,normal,0,0
SNS-LOCB02-002,2025-05-06 12:45:00+00:00,ZONE-B,7.59,1.87,231.51,7.4,13.51,363.55,normal,0,0
SNS-LOCC01-001,2025-05-06 12:45:00+00:00,ZONE-C,7.28,1.35,233.37,8.45,15.06,350.71,normal,0,0
SNS-LOCC02-002,2025-05-06 12:45:00+00:00,ZONE-C,7.24,2.02,220.28,7.78,13.75,331.33,normal,0,0
SNS-LOCA01-001,2025-05-06 13:00:00+00:00,ZONE-A,7.18,0.97,210.52,8.7,14.24,341.33,normal,0,0
SNS-LOCA02-002,2025-05-06 13:00:00+00:00,ZONE-A,7.29,2.0,222.47,8.25,13.22,344.2,normal,0,0
SNS-LOCB01-001,2025-05-06 13:00:00+00:00,ZONE-B,7.48,2.01,214.02,8.03,11.87,353.17,normal,0,0
SNS-LOCB02-002,2025-05-06 13:00:00+00:00,ZONE-B,7.19,1.41,227.91,7.96,15.84,345.19,normal,0,0
SNS-LOCC01-001,2025-05-06 13:00:00+00:00,ZONE-C,7.08,1.89,223.14,8.07,15.01,356.45,normal,0,0
SNS-LOCC02-002,2025-05-06 13:00:00+00:00,ZONE-C,7.49,2.14,187.02,7.79,15.56,357.83,normal,0,0
SNS-LOCA01-001,2025-05-06 13:15:00+00:00,ZONE-A,7.05,1.4,220.58,7.67,12.66,343.84,normal,0,0
SNS-LOCA02-002,2025-05-06 13:15:00+00:00,ZONE-A,7.05,1.74,192.29,8.36,15.36,348.55,normal,0,0
SNS-LOCB01-001,2025-05-06 13:15:00+00:00,ZONE-B,7.32,1.82,252.76,8.0,12.85,349.99,normal,0,0
SNS-LOCB02-002,2025-05-06 13:15:00+00:00,ZONE-B,7.17,1.52,219.92,7.57,12.07,331.71,normal,0,0
SNS-LOCC01-001,2025-05-06 13:15:00+00:00,ZONE-C,7.27,1.47,232.2,8.07,14.05,346.52,normal,0,0
SNS-LOCC02-002,2025-05-06 13:15:00+00:00,ZONE-C,7.16,1.55,199.84,8.37,13.95,331.46,normal,0,0
SNS-LOCA01-001,2025-05-06 13:30:00+00:00,ZONE-A,7.24,0.55,226.15,8.52,13.52,345.85,normal,0,0
SNS-LOCA02-002,2025-05-06 13:30:00+00:00,ZONE-A,7.24,1.84,222.29,8.49,12.73,349.61,normal,0,0
SNS-LOCB01-001,2025-05-06 13:30:00+00:00,ZONE-B,7.24,1.46,225.85,8.24,14.68,348.23,normal,0,0
SNS-LOCB02-002,2025-05-06 13:30:00+00:00,ZONE-B,7.19,1.75,219.53,7.95,14.19,351.94,normal,0,0
SNS-LOCC01-001,2025-05-06 13:30:00+00:00,ZONE-C,7.19,1.04,227.88,7.91,15.92,351.58,normal,0,0
SNS-LOCC02-002,2025-05-06 13:30:00+00:00,ZONE-C,7.3,1.5,221.07,8.14,14.89,351.1,normal,0,0
SNS-LOCA01-001,2025-05-06 13:45:00+00:00,ZONE-A,7.2,1.83,216.61,7.6,13.76,353.88,normal,0,0
SNS-LOCA02-002,2025-05-06 13:45:00+00:00,ZONE-A,7.38,1.51,196.57,7.7,14.28,349.98,normal,0,0
SNS-LOCB01-001,2025-05-06 13:45:00+00:00,ZONE-B,7.4,1.99,256.95,8.14,14.36,343.64,normal,0,0
SNS-LOCB02-002,2025-05-06 13:45:00+00:00,ZONE-B,7.2,0.94,223.51,7.8,11.17,350.65,normal,0,0
SNS-LOCC01-001,2025-05-06 13:45:00+00:00,ZONE-C,7.19,0.97,194.67,7.86,13.46,337.01,normal,0,0
SNS-LOCC02-002,2025-05-06 13:45:00+00:00,ZONE-C,7.09,1.23,196.46,7.83,12.7,372.84,normal,0,0
SNS-LOCA01-001,2025-05-06 14:00:00+00:00,ZONE-A,7.54,1.21,232.64,7.63,13.02,350.77,normal,0,0
SNS-LOCA02-002,2025-05-06 14:00:00+00:00,ZONE-A,7.2,1.63,244.3,7.65,15.19,348.34,normal,0,0
SNS-LOCB01-001,2025-05-06 14:00:00+00:00,ZONE-B,7.15,1.22,224.97,8.12,15.27,332.97,normal,0,0
SNS-LOCB02-002,2025-05-06 14:00:00+00:00,ZONE-B,7.26,1.59,229.71,7.76,13.13,341.33,normal,0,0
SNS-LOCC01-001,2025-05-06 14:00:00+00:00,ZONE-C,7.12,1.73,194.69,7.99,14.8,348.41,normal,0,0
SNS-LOCC02-002,2025-05-06 14:00:00+00:00,ZONE-C,7.3,1.46,218.21,8.77,14.92,350.57,normal,0,0
SNS-LOCA01-001,2025-05-06 14:15:00+00:00,ZONE-A,7.15,1.76,216.84,8.05,12.86,367.26,normal,0,0
SNS-LOCA02-002,2025-05-06 14:15:00+00:00,ZONE-A,7.11,1.31,199.63,7.69,14.81,343.56,normal,0,0
SNS-LOCB01-001,2025-05-06 14:15:00+00:00,ZONE-B,7.23,1.61,227.63,8.08,15.35,341.32,normal,0,0
SNS-LOCB02-002,2025-05-06 14:15:00+00:00,ZONE-B,7.29,0.92,213.62,7.96,11.51,349.21,normal,0,0
SNS-LOCC01-001,2025-05-06 14:15:00+00:00,ZONE-C,7.1,1.11,198.96,7.61,14.66,349.1,normal,0,0
SNS-LOCC02-002,2025-05-06 14:15:00+00:00,ZONE-C,7.26,1.36,202.65,7.91,14.83,352.66,normal,0,0
SNS-LOCA01-001,2025-05-06 14:30:00+00:00,ZONE-A,7.16,1.69,224.69,8.87,13.73,346.03,normal,0,0
SNS-LOCA02-002,2025-05-06 14:30:00+00:00,ZONE-A,7.06,2.41,228.59,9.3,15.16,350.73,normal,0,0
SNS-LOCB01-001,2025-05-06 14:30:00+00:00,ZONE-B,7.24,1.65,224.97,7.03,13.24,347.71,normal,0,0
SNS-LOCB02-002,2025-05-06 14:30:00+00:00,ZONE-B,6.98,1.32,239.54,7.79,14.91,328.88,normal,0,0
SNS-LOCC01-001,2025-05-06 14:30:00+00:00,ZONE-C,7.18,1.56,203.98,7.27,14.43,351.34,normal,0,0
SNS-LOCC02-002,2025-05-06 14:30:00+00:00,ZONE-C,7.11,1.55,234.87,8.14,14.69,350.5,normal,0,0
SNS-LOCA01-001,2025-05-06 14:45:00+00:00,ZONE-A,7.03,1.32,216.45,8.03,14.08,336.95,normal,0,0
SNS-LOCA02-002,2025-05-06 14:45:00+00:00,ZONE-A,7.39,2.52,237.05,8.47,15.48,346.18,normal,0,0
SNS-LOCB01-001,2025-05-06 14:45:00+00:00,ZONE-B,7.15,1.67,213.38,7.74,13.31,348.44,normal,0,0
SNS-LOCB02-002,2025-05-06 14:45:00+00:00,ZONE-B,7.04,1.51,220.1,7.71,15.36,334.53,normal,0,0
SNS-LOCC01-001,2025-05-06 14:45:00+00:00,ZONE-C,7.41,1.15,210.83,8.59,15.37,348.75,normal,0,0
SNS-LOCC02-002,2025-05-06 14:45:00+00:00,ZONE-C,7.24,1.7,178.7,8.44,14.98,344.59,normal,0,0
SNS-LOCA01-001,2025-05-06 15:00:00+00:00,ZONE-A,7.22,1.42,210.28,7.75,15.97,350.4,normal,0,0
SNS-LOCA02-002,2025-05-06 15:00:00+00:00,ZONE-A,7.19,0.94,226.8,8.62,13.94,350.23,normal,0,0
SNS-LOCB01-001,2025-05-06 15:00:00+00:00,ZONE-B,7.22,2.01,204.62,8.22,14.0,352.61,normal,0,0
SNS-LOCB02-002,2025-05-06 15:00:00+00:00,ZONE-B,7.43,1.25,219.97,7.79,11.81,355.05,normal,0,0
SNS-LOCC01-001,2025-05-06 15:00:00+00:00,ZONE-C,6.85,2.23,190.97,7.95,14.27,342.41,normal,0,0
SNS-LOCC02-002,2025-05-06 15:00:00+00:00,ZONE-C,7.06,2.0,213.01,8.14,16.89,366.72,normal,0,0
SNS-LOCA01-001,2025-05-06 15:15:00+00:00,ZONE-A,7.4,1.35,171.0,8.5,15.58,343.08,normal,0,0
SNS-LOCA02-002,2025-05-06 15:15:00+00:00,ZONE-A,7.27,1.25,207.88,7.68,15.65,339.66,normal,0,0
SNS-LOCB01-001,2025-05-06 15:15:00+00:00,ZONE-B,7.01,1.23,217.36,8.08,15.37,349.4,normal,0,0
SNS-LOCB02-002,2025-05-06 15:15:00+00:00,ZONE-B,7.02,1.47,207.37,8.04,15.34,354.64,normal,0,0
SNS-LOCC01-001,2025-05-06 15:15:00+00:00,ZONE-C,7.38,0.95,215.45,8.32,13.11,356.37,normal,0,0
SNS-LOCC02-002,2025-05-06 15:15:00+00:00,ZONE-C,7.14,1.66,224.92,8.11,15.13,341.76,normal,0,0
SNS-LOCA01-001,2025-05-06 15:30:00+00:00,ZONE-A,7.2,2.15,211.27,8.3,14.37,347.77,normal,0,0
SNS-LOCA02-002,2025-05-06 15:30:00+00:00,ZONE-A,7.42,1.39,217.98,8.32,15.88,337.6,normal,0,0
SNS-LOCB01-001,2025-05-06 15:30:00+00:00,ZONE-B,7.39,1.87,210.11,8.01,13.62,346.93,normal,0,0
SNS-LOCB02-002,2025-05-06 15:30:00+00:00,ZONE-B,7.19,1.51,214.65,7.75,15.31,361.89,normal,0,0
SNS-LOCC01-001,2025-05-06 15:30:00+00:00,ZONE-C,7.24,1.04,237.84,7.45,14.79,340.32,normal,0,0
SNS-LOCC02-002,2025-05-06 15:30:00+00:00,ZONE-C,7.15,2.21,173.96,7.71,13.03,359.01,normal,0,0
SNS-LOCA01-001,2025-05-06 15:45:00+00:00,ZONE-A,7.49,1.59,239.18,6.85,15.55,354.31,normal,0,0
SNS-LOCA02-002,2025-05-06 15:45:00+00:00,ZONE-A,7.29,1.26,213.28,7.73,15.5,345.13,normal,0,0
SNS-LOCB01-001,2025-05-06 15:45:00+00:00,ZONE-B,7.25,1.35,209.46,8.2,15.2,340.21,normal,0,0
SNS-LOCB02-002,2025-05-06 15:45:00+00:00,ZONE-B,7.56,1.53,213.1,8.0,14.94,333.9,normal,0,0
SNS-LOCC01-001,2025-05-06 15:45:00+00:00,ZONE-C,6.87,2.28,221.58,8.14,15.07,346.42,normal,0,0
SNS-LOCC02-002,2025-05-06 15:45:00+00:00,ZONE-C,6.93,1.75,196.29,7.38,15.76,351.06,normal,0,0
SNS-LOCA01-001,2025-05-06 16:00:00+00:00,ZONE-A,7.14,2.43,228.39,8.87,14.87,350.63,normal,0,0
SNS-LOCA02-002,2025-05-06 16:00:00+00:00,ZONE-A,7.38,1.88,219.69,7.47,13.72,352.42,normal,0,0
SNS-LOCB01-001,2025-05-06 16:00:00+00:00,ZONE-B,6.98,1.85,236.72,8.35,13.32,361.86,normal,0,0
SNS-LOCB02-002,2025-05-06 16:00:00+00:00,ZONE-B,7.22,0.55,211.6,7.49,15.48,347.41,normal,0,0
SNS-LOCC01-001,2025-05-06 16:00:00+00:00,ZONE-C,7.13,1.49,202.67,7.38,13.97,338.79,normal,0,0
SNS-LOCC02-002,2025-05-06 16:00:00+00:00,ZONE-C,7.13,1.84,227.59,8.01,15.84,358.26,normal,0,0
SNS-LOCA01-001,2025-05-06 16:15:00+00:00,ZONE-A,7.23,1.98,219.13,7.92,17.13,345.22,normal,0,0
SNS-LOCA02-002,2025-05-06 16:15:00+00:00,ZONE-A,7.07,0.82,218.76,8.0,16.62,356.84,normal,0,0
SNS-LOCB01-001,2025-05-06 16:15:00+00:00,ZONE-B,7.22,0.87,184.55,8.19,15.94,351.17,normal,0,0
SNS-LOCB02-002,2025-05-06 16:15:00+00:00,ZONE-B,7.17,1.32,189.38,7.27,17.21,363.99,normal,0,0
SNS-LOCC01-001,2025-05-06 16:15:00+00:00,ZONE-C,7.06,0.76,182.1,7.38,15.69,359.29,normal,0,0
SNS-LOCC02-002,2025-05-06 16:15:00+00:00,ZONE-C,7.27,1.68,214.3,8.24,14.47,352.71,normal,0,0
SNS-LOCA01-001,2025-05-06 16:30:00+00:00,ZONE-A,7.41,0.85,246.81,8.03,14.11,346.51,normal,0,0
SNS-LOCA02-002,2025-05-06 16:30:00+00:00,ZONE-A,7.17,1.13,202.0,8.64,15.71,350.0,normal,0,0
SNS-LOCB01-001,2025-05-06 16:30:00+00:00,ZONE-B,7.07,1.02,212.81,8.69,17.65,362.27,normal,0,0
SNS-LOCB02-002,2025-05-06 16:30:00+00:00,ZONE-B,7.29,1.45,226.72,7.64,19.85,356.0,normal,0,0
SNS-LOCC01-001,2025-05-06 16:30:00+00:00,ZONE-C,7.0,1.09,192.45,7.75,15.82,361.83,normal,0,0
SNS-LOCC02-002,2025-05-06 16:30:00+00:00,ZONE-C,7.47,1.59,214.18,7.66,14.13,354.73,normal,0,0
SNS-LOCA01-001,2025-05-06 16:45:00+00:00,ZONE-A,7.21,2.28,232.27,7.8,16.12,333.61,normal,0,0
SNS-LOCA02-002,2025-05-06 16:45:00+00:00,ZONE-A,7.28,1.77,217.45,7.24,18.04,340.84,normal,0,0
SNS-LOCB01-001,2025-05-06 16:45:00+00:00,ZONE-B,7.19,1.52,229.44,7.88,13.79,366.8,normal,0,0
SNS-LOCB02-002,2025-05-06 16:45:00+00:00,ZONE-B,7.41,1.34,223.35,7.16,17.54,362.94,normal,0,0
SNS-LOCC01-001,2025-05-06 16:45:00+00:00,ZONE-C,7.13,0.91,198.09,7.45,15.21,346.9,normal,0,0
SNS-LOCC02-002,2025-05-06 16:45:00+00:00,ZONE-C,7.31,1.13,220.4,8.06,17.95,343.18,normal,0,0
SNS-LOCA01-001,2025-05-06 17:00:00+00:00,ZONE-A,6.98,1.07,225.12,7.68,16.45,354.48,normal,0,0
SNS-LOCA02-002,2025-05-06 17:00:00+00:00,ZONE-A,7.16,1.61,205.87,8.06,16.94,340.54,normal,0,0
SNS-LOCB01-001,2025-05-06 17:00:00+00:00,ZONE-B,7.11,1.71,217.4,7.71,14.84,333.71,normal,0,0
SNS-LOCB02-002,2025-05-06 17:00:00+00:00,ZONE-B,7.27,1.28,213.68,7.95,15.24,363.17,normal,0,0
SNS-LOCC01-001,2025-05-06 17:00:00+00:00,ZONE-C,7.29,1.28,208.37,8.0,17.87,349.63,normal,0,0
SNS-LOCC02-002,2025-05-06 17:00:00+00:00,ZONE-C,7.29,1.02,186.26,8.46,15.93,355.45,normal,0,0
SNS-LOCA01-001,2025-05-06 17:15:00+00:00,ZONE-A,7.07,2.06,226.25,7.9,16.04,349.09,normal,0,0
SNS-LOCA02-002,2025-05-06 17:15:00+00:00,ZONE-A,7.03,1.65,222.83,7.8,14.66,342.54,normal,0,0
SNS-LOCB01-001,2025-05-06 17:15:00+00:00,ZONE-B,7.13,1.5,214.36,8.18,17.7,340.93,normal,0,0
SNS-LOCB02-002,2025-05-06 17:15:00+00:00,ZONE-B,7.22,0.77,209.54,8.07,15.98,353.09,normal,0,0
SNS-LOCC01-001,2025-05-06 17:15:00+00:00,ZONE-C,7.24,1.08,216.58,6.78,16.73,341.69,normal,0,0
SNS-LOCC02-002,2025-05-06 17:15:00+00:00,ZONE-C,7.12,1.55,209.83,8.34,17.43,350.92,normal,0,0
SNS-LOCA01-001,2025-05-06 17:30:00+00:00,ZONE-A,7.28,1.1,202.48,8.55,16.77,340.85,normal,0,0
SNS-LOCA02-002,2025-05-06 17:30:00+00:00,ZONE-A,7.45,1.48,196.14,8.08,17.04,359.04,normal,0,0
SNS-LOCB01-001,2025-05-06 17:30:00+00:00,ZONE-B,7.16,1.77,229.57,8.03,14.4,355.27,normal,0,0
SNS-LOCB02-002,2025-05-06 17:30:00+00:00,ZONE-B,7.3,1.1,212.51,8.4,16.9,352.32,normal,0,0
SNS-LOCC01-001,2025-05-06 17:30:00+00:00,ZONE-C,7.08,1.36,221.94,7.6,13.01,346.04,normal,0,0
SNS-LOCC02-002,2025-05-06 17:30:00+00:00,ZONE-C,7.28,1.34,207.39,7.97,18.05,352.35,normal,0,0
SNS-LOCA01-001,2025-05-06 17:45:00+00:00,ZONE-A,7.2,1.56,211.62,7.68,17.29,358.79,normal,0,0
SNS-LOCA02-002,2025-05-06 17:45:00+00:00,ZONE-A,7.46,1.81,223.68,8.35,16.36,329.34,normal,0,0
SNS-LOCB01-001,2025-05-06 17:45:00+00:00,ZONE-B,7.07,1.74,233.17,8.42,17.21,359.62,normal,0,0
SNS-LOCB02-002,2025-05-06 17:45:00+00:00,ZONE-B,7.15,0.75,208.04,7.74,16.72,348.25,normal,0,0
SNS-LOCC01-001,2025-05-06 17:45:00+00:00,ZONE-C,7.17,2.39,205.16,7.94,16.52,345.5,normal,0,0
SNS-LOCC02-002,2025-05-06 17:45:00+00:00,ZONE-C,7.11,0.85,221.99,7.69,16.7,351.49,normal,0,0
SNS-LOCA01-001,2025-05-06 18:00:00+00:00,ZONE-A,6.92,1.38,222.34,7.55,15.03,343.82,normal,0,0
SNS-LOCA02-002,2025-05-06 18:00:00+00:00,ZONE-A,7.33,1.4,229.64,7.66,17.0,351.06,normal,0,0
SNS-LOCB01-001,2025-05-06 18:00:00+00:00,ZONE-B,7.28,2.05,212.86,8.39,16.87,340.61,normal,0,0
SNS-LOCB02-002,2025-05-06 18:00:00+00:00,ZONE-B,7.33,1.18,213.9,8.26,16.51,351.25,normal,0,0
SNS-LOCC01-001,2025-05-06 18:00:00+00:00,ZONE-C,7.19,1.41,228.96,7.57,17.52,354.04,normal,0,0
SNS-LOCC02-002,2025-05-06 18:00:00+00:00,ZONE-C,7.24,1.89,228.62,7.62,17.14,352.7,normal,0,0
SNS-LOCA01-001,2025-05-06 18:15:00+00:00,ZONE-A,7.36,2.36,224.22,8.15,17.3,334.83,normal,0,0
SNS-LOCA02-002,2025-05-06 18:15:00+00:00,ZONE-A,7.31,0.99,199.55,8.03,17.75,349.26,normal,0,0
SNS-LOCB01-001,2025-05-06 18:15:00+00:00,ZONE-B,7.33,2.1,237.04,8.69,16.33,354.76,normal,0,0
SNS-LOCB02-002,2025-05-06 18:15:00+00:00,ZONE-B,7.28,1.15,216.37,7.97,17.4,353.34,normal,0,0
SNS-LOCC01-001,2025-05-06 18:15:00+00:00,ZONE-C,7.02,1.74,227.83,8.76,17.26,351.77,normal,0,0
SNS-LOCC02-002,2025-05-06 18:15:00+00:00,ZONE-C,7.27,1.87,238.87,7.87,16.53,348.9,normal,0,0
SNS-LOCA01-001,2025-05-06 18:30:00+00:00,ZONE-A,7.32,1.46,214.85,7.71,17.42,347.51,normal,0,0
SNS-LOCA02-002,2025-05-06 18:30:00+00:00,ZONE-A,6.91,1.27,190.38,8.25,17.37,331.98,normal,0,0
SNS-LOCB01-001,2025-05-06 18:30:00+00:00,ZONE-B,7.22,1.35,234.46,7.8,17.7,333.52,normal,0,0
SNS-LOCB02-002,2025-05-06 18:30:00+00:00,ZONE-B,7.06,0.63,217.45,8.26,18.23,363.93,normal,0,0
SNS-LOCC01-001,2025-05-06 18:30:00+00:00,ZONE-C,7.34,2.32,212.37,8.2,19.08,359.49,normal,0,0
SNS-LOCC02-002,2025-05-06 18:30:00+00:00,ZONE-C,7.27,1.77,180.92,8.39,17.31,349.58,normal,0,0
SNS-LOCA01-001,2025-05-06 18:45:00+00:00,ZONE-A,7.23,2.01,218.64,7.33,17.01,352.53,normal,0,0
SNS-LOCA02-002,2025-05-06 18:45:00+00:00,ZONE-A,7.35,1.12,186.54,7.24,16.26,361.04,normal,0,0
SNS-LOCB01-001,2025-05-06 18:45:00+00:00,ZONE-B,7.24,2.03,236.24,8.45,18.84,349.49,normal,0,0
SNS-LOCB02-002,2025-05-06 18:45:00+00:00,ZONE-B,7.14,1.46,225.93,7.88,16.26,354.8,normal,0,0
SNS-LOCC01-001,2025-05-06 18:45:00+00:00,ZONE-C,7.59,1.82,205.35,7.84,18.27,356.02,normal,0,0
SNS-LOCC02-002,2025-05-06 18:45:00+00:00,ZONE-C,7.07,1.69,215.51,8.21,18.37,342.3,normal,0,0
SNS-LOCA01-001,2025-05-06 19:00:00+00:00,ZONE-A,7.06,2.54,209.99,7.84,17.24,339.37,normal,0,0
SNS-LOCA02-002,2025-05-06 19:00:00+00:00,ZONE-A,7.44,1.59,201.16,7.98,17.22,350.57,normal,0,0
SNS-LOCB01-001,2025-05-06 19:00:00+00:00,ZONE-B,7.19,0.23,220.65,7.23,17.66,350.33,normal,0,0
SNS-LOCB02-002,2025-05-06 19:00:00+00:00,ZONE-B,7.44,1.54,250.3,8.61,18.29,341.08,normal,0,0
SNS-LOCC01-001,2025-05-06 19:00:00+00:00,ZONE-C,7.33,2.09,241.4,7.61,19.93,344.35,normal,0,0
SNS-LOCC02-002,2025-05-06 19:00:00+00:00,ZONE-C,7.2,1.6,218.89,8.52,18.21,351.23,normal,0,0
SNS-LOCA01-001,2025-05-06 19:15:00+00:00,ZONE-A,7.31,1.28,223.61,8.25,18.07,350.2,normal,0,0
SNS-LOCA02-002,2025-05-06 19:15:00+00:00,ZONE-A,7.17,1.59,231.93,7.19,17.67,343.09,normal,0,0
SNS-LOCB01-001,2025-05-06 19:15:00+00:00,ZONE-B,7.27,1.47,228.05,7.81,16.59,356.08,normal,0,0
SNS-LOCB02-002,2025-05-06 19:15:00+00:00,ZONE-B,7.14,0.66,222.29,8.4,15.48,349.73,normal,0,0
SNS-LOCC01-001,2025-05-06 19:15:00+00:00,ZONE-C,6.99,1.27,222.56,8.25,17.38,344.83,normal,0,0
SNS-LOCC02-002,2025-05-06 19:15:00+00:00,ZONE-C,7.35,2.16,212.96,8.15,17.09,350.43,normal,0,0
SNS-LOCA01-001,2025-05-06 19:30:00+00:00,ZONE-A,7.07,1.41,219.6,7.5,16.76,346.77,normal,0,0
SNS-LOCA02-002,2025-05-06 19:30:00+00:00,ZONE-A,7.33,0.89,220.11,7.83,17.53,348.11,normal,0,0
SNS-LOCB01-001,2025-05-06 19:30:00+00:00,ZONE-B,7.25,0.84,194.41,8.54,15.74,342.86,normal,0,0
SNS-LOCB02-002,2025-05-06 19:30:00+00:00,ZONE-B,7.27,1.44,220.8,8.47,17.69,358.68,normal,0,0
SNS-LOCC01-001,2025-05-06 19:30:00+00:00,ZONE-C,7.15,1.86,237.49,8.74,15.81,357.17,normal,0,0
SNS-LOCC02-002,2025-05-06 19:30:00+00:00,ZONE-C,7.34,1.08,190.46,7.65,15.0,369.58,normal,0,0
SNS-LOCA01-001,2025-05-06 19:45:00+00:00,ZONE-A,7.27,1.62,215.28,8.1,17.32,359.09,normal,0,0
SNS-LOCA02-002,2025-05-06 19:45:00+00:00,ZONE-A,7.22,1.9,247.68,7.73,16.93,356.93,normal,0,0
SNS-LOCB01-001,2025-05-06 19:45:00+00:00,ZONE-B,7.11,1.09,229.94,7.85,19.49,360.47,normal,0,0
SNS-LOCB02-002,2025-05-06 19:45:00+00:00,ZONE-B,7.1,0.7,205.38,8.2,17.14,348.16,normal,0,0
